Adaption,#,W,D,ID,t,ERR,RE,TAC,ODC,MDC,MV,ME,MO,,			
0,1,100,200,1.585,1687,0,0,3,5,3,7.2503,5.5757,8.1819,,RE: Target reentries			
0,2,100,300,2,1593,0,1,3,4,7,8.9343,6.4447,8.7586,,TAC: Total axis corssings			
1,29,70,250,2.1926,2078,0,0,3,4,4,14.604,11.988,15.444,,			
1,30,80,250,2.0444,2984,0,1,3,9,10,23.189,30.554,38.15,,			
1,31,70,250,2.1926,1312,0,0,1,6,7,38.842,30.445,48.711,,			
1,32,80,350,2.4263,1656,0,0,5,7,6,10.239,9.2704,13.094,,			
1,33,80,250,2.0444,1921,0,1,3,8,7,17.681,16.255,20.005,,			
1,34,80,350,2.4263,1703,0,0,1,4,1,8.1556,9.4272,12.324,,			
1,35,70,250,2.1926,1297,0,0,2,5,1,11.221,8.2432,11.202,,			
1,36,80,250,2.0444,4062,0,0,2,10,11,34.472,68.847,76.835,,			
1,37,80,250,2.0444,1344,0,1,1,3,5,19.491,21.961,29.001,,			
1,38,70,250,2.1926,1359,0,0,1,4,5,6.2655,5.6957,8.3507,,			
1,39,70,350,2.585,1953,0,0,5,5,10,20.632,15.227,24.071,,			
1,40,80,250,2.0444,1609,0,0,4,4,4,12.169,10.621,15.455,,			
1,41,70,250,2.1926,1750,0,0,2,4,2,45.331,46.488,61.126,,			
1,42,70,250,2.1926,2703,0,1,2,4,4,24.167,23.767,31.408,,			
1,43,70,250,2.1926,1250,0,0,1,4,4,12.525,11.566,16.776,,			
1,44,80,250,2.0444,2937,0,1,4,10,10,36.486,24.916,36.676,,			
1,45,50,250,2.585,2484,0,0,1,10,7,11.034,18.686,21.623,,			
1,46,50,350,3,1657,0,0,3,2,1,8.727,10.55,13.234,,			
1,47,60,350,2.7726,3578,0,2,3,15,12,105.95,90.73,136.34,,			
1,48,60,350,2.7726,2141,0,1,4,4,6,10.424,7.824,11.071,,			
1,49,50,250,2.585,2391,0,0,4,7,6,35.014,32.074,43.427,,			
1,50,60,350,2.7726,2218,0,2,4,5,4,5.8299,5.3,7.7478,,			
1,51,60,350,2.7726,1203,0,0,3,3,3,5.2054,3.2315,5.5455,,			
1,52,60,250,2.3692,2922,0,1,7,8,6,44.142,39.009,53.579,,			
1,53,50,350,3,3156,0,0,4,6,12,24.183,16.488,25.357,,			
1,54,50,250,2.585,2125,0,0,0,7,5,17.523,31.21,35.644,,			
1,55,50,350,3,1891,0,0,2,8,8,29.753,27.85,40.311,,			
1,56,60,250,2.3692,1563,1,0,2,3,2,18.798,15.231,23.807,,			
1,57,50,350,3,2344,0,2,4,5,7,23.391,20.5,26.371,,			
1,58,90,300,2.1155,1235,0,0,7,27,28,153.77,95.42,163.54,,			
1,59,90,300,2.1155,2078,0,0,3,19,19,97.946,82.3,126.75,,			
1,60,100,200,1.585,1562,0,0,1,4,3,27.379,26.442,37.651,,			
1,61,90,200,1.6881,1531,0,0,3,6,2,21.194,14.933,25.097,,			
1,62,90,300,2.1155,1531,0,0,3,4,4,14.686,9.7207,14.221,,			
1,63,90,200,1.6881,1860,0,1,4,5,4,29.68,26.716,34.174,,			
1,64,90,200,1.6881,2.81E+06,0,6,9,21,19,75.807,68.562,87.514,,			
1,65,100,200,1.585,1859,0,0,7,10,6,79.797,37.789,82.182,,			
1,66,90,200,1.6881,1828,0,0,3,6,3,52.621,33.786,61.712,,			
1,67,100,300,2,2594,0,0,3,5,4,19.57,18.627,25.908,,			
1,68,90,300,2.1155,3313,0,2,4,8,8,12.957,13.31,17.702,,			
1,69,100,200,1.585,1547,0,0,3,4,2,17.009,15.729,21.781,,			
1,70,90,300,2.1155,1344,0,0,3,3,3,12.336,9.1468,14.858,,			
1,71,100,200,1.585,1609,0,0,2,2,0,16.173,13.665,20.152,,			
1,72,90,300,2.1155,1719,0,0,4,4,5,8.7824,6.7057,9.3207,,			
1,73,100,200,1.585,2391,0,1,3,6,7,8.9555,10.085,12.818,,			
1,74,90,200,1.6881,2516,0,0,2,5,7,30.313,27.202,32.321,,			
1,75,90,200,1.6881,1797,1,1,2,3,5,29,19.741,28.597,,			
1,76,90,200,1.6881,1656,0,0,3,4,3,5.9483,4.0042,6.0029,,			
1,77,100,300,2,2641,0,0,3,7,6,15.262,9.9692,15.036,,			
1,78,100,200,1.585,4047,0,3,5,6,8,33.935,31.047,37.071,,			
1,79,100,300,2,1781,0,1,4,5,4,6.4086,4.4143,7.5955,,			
1,80,100,300,2,2063,0,1,2,4,3,33.614,32.097,45.757,,			
1,81,90,200,1.6881,1688,0,0,3,6,5,12.631,7.7534,12.816,,			
1,82,100,200,1.585,1953,0,0,3,6,4,21.431,24.8,31.81,,			
1,83,70,350,2.585,2297,0,0,3,5,5,31.904,24.01,33.988,,			
1,84,80,350,2.4263,1610,0,0,2,6,4,15.627,10.113,16.398,,			
1,85,80,250,2.0444,1672,0,0,3,5,6,47.11,27.675,49.459,,			
1,86,80,350,2.4263,2047,0,0,2,3,4,46.073,36.403,51.97,,			
1,87,70,250,2.1926,1359,0,0,3,5,4,5.0762,3.7991,5.9277,,			
1,88,70,350,2.585,1469,0,0,4,3,2,10.771,7.2073,10.501,,			
1,89,80,350,2.4263,1563,0,0,2,5,3,12.053,10.177,13.332,,			
1,90,70,250,2.1926,3344,0,1,2,2,4,23.124,21.663,30.921,,			
1,91,80,250,2.0444,2766,0,0,4,7,7,14.491,9.0821,14.223,,			
1,92,70,350,2.585,2016,0,0,5,5,3,10.249,7.7463,10.321,,			
1,93,80,350,2.4263,1266,0,0,1,2,1,52.086,40.405,64.183,,			
1,94,80,250,2.0444,1750,0,0,5,5,4,9.7551,5.6953,10.322,,			
1,95,70,350,2.585,2281,0,1,4,5,7,9.7529,8.7281,12.183,,			
1,96,70,350,2.585,2266,0,1,3,6,5,25.979,19.431,27.609,,			
1,97,70,250,2.1926,2031,0,0,1,4,4,13.701,16.536,21.2,,			
1,98,70,250,2.1926,2172,0,0,4,5,3,43.084,28.772,42.164,,			
1,99,70,350,2.585,2375,0,1,0,5,5,55.975,75.988,93.654,,			
1,100,60,350,2.7726,1781,0,0,3,6,3,33.653,26.609,40.358,,			
1,101,60,250,2.3692,1828,0,0,2,4,4,15.452,11.581,15.426,,			
1,102,50,350,3,2938,0,0,1,2,5,17.072,20.223,26.189,,			
1,103,60,350,2.7726,3547,0,0,4,4,7,48.296,39.253,52.57,,			
1,104,60,350,2.7726,1375,0,0,3,4,2,19.14,12.428,19.198,,			
1,105,50,250,2.585,2421,1,1,1,4,5,110.04,107.06,149.82,,			
1,106,60,250,2.3692,1953,0,0,2,2,3,9.3181,9.4147,12.283,,			
1,107,60,350,2.7726,1578,0,0,1,2,2,12.429,8.3419,12.537,,			
1,108,60,250,2.3692,3016,0,1,4,3,6,49.997,34.631,49.203,,			
1,109,50,250,2.585,1703,0,0,2,5,2,34.669,26.999,42.781,,			
1,110,50,350,3,2031,0,0,2,5,5,8.8163,10.895,13.755,,			
1,111,60,350,2.7726,3766,0,2,6,10,10,68.904,42.846,78.388,,			
1,112,60,350,2.7726,3532,0,1,2,7,4,44.991,48.308,56.255,,			
1,113,60,250,2.3692,2062,0,1,3,3,5,15.175,10.133,15.17,,			
1,114,50,250,2.585,2250,0,1,3,3,2,13.767,10.409,16.454,,			
1,115,50,250,2.585,4844,0,3,1,13,14,41.03,38.499,52.451,,			
1,116,100,300,2,1640,0,0,3,44,44,129.24,180.64,213.61,,			
1,117,100,300,2,1547,0,0,4,6,4,21.023,17.591,25.736,,			
1,118,100,300,2,1688,0,0,2,3,3,13.894,10.163,14.743,,			
1,119,100,200,1.585,1407,0,0,1,2,3,10.441,8.2937,12.957,,			
1,120,90,300,2.1155,1704,0,0,2,5,5,8.4326,6.8079,8.7816,,			
1,121,90,300,2.1155,2328,0,0,1,2,4,47.391,61.783,77.06,,			
1,122,90,300,2.1155,1594,0,0,1,4,4,11.102,7.3538,11.169,,			
1,123,90,300,2.1155,1594,0,0,2,2,2,12.014,9.636,14.762,,			
1,124,100,200,1.585,1609,0,0,2,2,0,19.857,13.243,19.142,,			
1,125,90,200,1.6881,2281,0,0,2,4,5,11.897,8.1261,12.916,,			
1,126,100,200,1.585,1437,0,0,0,3,1,10.592,15.54,18.593,,			
1,127,90,200,1.6881,1281,0,0,2,3,6,7.2718,6.9752,9.2868,,			
1,128,100,200,1.585,2000,0,0,1,4,1,10.055,7.6252,10.28,,			
1,129,100,200,1.585,1656,0,0,3,4,3,10.956,6.8547,11.021,,			
1,130,100,200,1.585,1609,0,0,3,4,2,5.7519,4.2075,5.6945,,			
1,131,100,300,2,2625,0,1,2,3,7,9.6606,12.642,15.282,,			
1,132,100,300,2,1703,0,0,1,4,4,40.336,28.649,39.032,,			
1,133,100,200,1.585,2375,0,0,2,3,2,25.828,22.055,25.875,,			
1,134,80,250,2.0444,1672,0,0,3,3,2,11.157,9.7372,13.725,,			
1,135,70,350,2.585,2141,0,0,3,6,4,19.512,13.659,22.349,,			
1,136,80,250,2.0444,1797,0,1,2,5,5,6.9873,4.8297,6.8924,,			
1,137,70,250,2.1926,1672,0,1,3,5,3,10.154,5.8,9.9053,,			
1,138,70,250,2.1926,2531,0,0,0,1,3,25.973,31.86,40.647,,			
1,139,80,350,2.4263,1781,0,1,2,5,1,19.822,13.045,19.421,,			
1,140,80,350,2.4263,2204,0,1,3,5,4,25.909,18.836,26.05,,			
1,141,70,250,2.1926,2391,0,0,0,4,4,37.335,42.802,56.147,,			
1,142,70,250,2.1926,3094,0,0,4,7,6,12.434,9.5963,12.403,,			
1,143,80,250,2.0444,1938,0,0,2,5,3,18.778,14.971,21.788,,			
1,144,80,350,2.4263,1437,0,0,2,3,3,20.586,13.528,23.962,,			
1,145,70,350,2.585,1515,0,0,0,2,2,16.997,13.688,21.345,,			
1,146,70,350,2.585,1344,0,1,5,5,2,46.619,28.541,49.517,,			
1,147,80,250,2.0444,1250,0,0,4,5,3,20.232,14.067,20.767,,			
1,148,80,250,2.0444,2609,1,0,0,5,7,38.041,42.496,56.481,,			
1,149,70,250,2.1926,2562,0,2,2,5,5,24.098,23.483,32.339,,			
1,150,80,250,2.0444,1875,0,0,4,4,4,28.364,17.747,28.659,,			
1,151,50,250,2.585,1578,0,0,2,3,5,25.515,19.685,31.187,,			
1,152,60,350,2.7726,1469,0,0,5,6,3,19.698,9.9128,20.913,,			
1,153,60,350,2.7726,1469,0,0,2,3,3,27.941,22.254,32.25,,			
1,154,50,250,2.585,2078,0,1,3,5,6,27.895,17.55,30.318,,			
1,155,50,350,3,1875,0,0,2,4,3,19.406,23.311,29.884,,			
1,156,60,350,2.7726,1735,0,0,1,4,4,98.579,84.382,126.41,,			
1,157,60,350,2.7726,3140,0,0,0,5,5,43.788,64.39,77.374,,			
1,158,60,250,2.3692,2547,0,0,3,6,5,11.705,15.496,18.799,,			
1,159,50,350,3,1797,0,0,3,4,2,16.088,8.2086,15.793,,			
1,160,50,250,2.585,1297,0,0,4,4,1,2.3107,1.2294,2.2032,,			
1,161,60,250,2.3692,1219,0,0,1,2,2,15.313,12.678,19.337,,			
1,162,60,350,2.7726,1375,0,0,3,2,1,6.0242,3.9118,6.8169,,			
1,163,60,350,2.7726,2250,0,0,0,4,5,45.113,36.268,56.899,,			
1,164,50,350,3,1547,0,0,2,2,0,66.184,56.182,81.971,,			
1,165,60,350,2.7726,2484,1,2,2,5,7,22.961,18.679,22.931,,			
1,166,50,250,2.585,2125,0,0,1,2,2,56.038,46.065,58.84,,			
1,167,100,200,1.585,1547,0,0,3,12,10,74.664,161.63,177.11,,			
1,168,90,300,2.1155,2125,0,0,4,5,5,21.463,17.601,22.601,,			
1,169,90,200,1.6881,1609,0,0,1,4,3,11.593,8.4685,13.992,,			
1,170,90,300,2.1155,1406,0,1,1,3,3,25.203,16.264,29.281,,			
1,171,100,200,1.585,1234,0,0,1,2,1,10.733,9.1241,13.71,,			
1,172,100,200,1.585,1781,0,0,2,3,2,19.037,11.733,19.054,,			
1,173,90,200,1.6881,1594,0,0,3,4,2,10.672,7.5269,12.22,,			
1,174,100,200,1.585,1406,0,0,2,2,1,13.15,8.5661,14.326,,			
1,175,90,300,2.1155,1500,0,0,2,3,2,5.0391,3.3888,4.8505,,			
1,176,90,300,2.1155,1563,0,0,3,4,3,9.1197,5.6281,9.4922,,			
1,177,100,200,1.585,1594,0,0,2,5,6,7.154,7.0934,9.4513,,			
1,178,90,200,1.6881,2906,0,0,3,8,7,12.45,10.458,12.916,,			
1,179,100,200,1.585,5312,0,2,6,7,11,60.35,46.27,60.038,,			
1,180,90,200,1.6881,3000,0,2,4,8,7,52.425,35.192,54.307,,			
1,181,100,300,2,2969,0,1,2,4,7,36.806,39.158,47.671,,			
1,182,90,200,1.6881,1531,0,0,2,5,0,57.367,42.384,67.828,,			
1,183,100,300,2,1578,0,0,4,3,1,15.8,11.323,15.684,,			
1,184,90,300,2.1155,2594,0,0,2,9,5,29.819,21.994,29.768,,			
1,185,80,250,2.0444,2782,0,0,2,6,11,42.007,55.098,68.811,,			
1,186,70,350,2.585,2000,0,0,2,4,2,18.341,16.714,24.471,,			
1,187,70,250,2.1926,1813,0,1,2,2,4,11.653,9.9735,14.312,,			
1,188,80,350,2.4263,2000,0,0,2,3,1,5.2664,3.855,5.6313,,			
1,189,70,250,2.1926,2187,0,1,2,6,8,22.059,16.553,25.851,,			
1,190,70,350,2.585,2219,0,1,2,3,5,19.387,30.782,36.162,,			
1,191,70,350,2.585,2078,0,2,2,6,4,17.219,12.942,20.252,,			
1,192,80,350,2.4263,2000,0,0,3,5,2,25.132,18.034,30.316,,			
1,193,70,350,2.585,2141,0,1,4,6,9,15.633,9.293,16.179,,			
1,194,80,250,2.0444,1828,0,1,2,6,4,9.0878,6.9296,9.2781,,			
1,195,80,350,2.4263,1922,0,0,3,2,3,21.862,14.71,21.273,,			
1,196,80,250,2.0444,1781,0,0,2,2,4,18.024,17.953,21.582,,			
1,197,70,250,2.1926,1406,0,0,1,2,1,6.2804,5.5738,8.249,,			
1,198,80,350,2.4263,2031,0,0,3,3,4,7.6874,8.882,11.086,,			
1,199,80,350,2.4263,4625,0,1,2,8,14,56.875,92.168,107.99,,			
1,200,80,250,2.0444,1453,0,0,1,3,3,4.8083,4.6281,6.5646,,			
1,201,70,350,2.585,2547,1,1,2,2,5,202.65,168.06,242.87,,			
1,202,50,250,2.585,1422,0,0,3,4,6,2.0992,1.7583,2.4173,,			
1,203,60,250,2.3692,1391,0,0,3,3,2,8.3188,5.2464,8.2568,,			
1,204,50,250,2.585,1875,0,0,2,4,2,8.8686,8.9448,12.421,,			
1,205,60,350,2.7726,1609,0,1,3,5,4,14.485,10.46,15.129,,			
1,206,60,350,2.7726,1718,0,0,5,5,4,26.611,15.667,28.541,,			
1,207,50,250,2.585,1531,0,0,2,2,4,13.633,14.593,19.724,,			
1,208,50,250,2.585,1562,0,0,2,3,3,7.3048,4.8588,7.7829,,			
1,209,60,250,2.3692,3641,0,3,5,7,8,26.097,17.892,25.9,,			
1,210,50,350,3,1766,0,0,3,3,3,13.694,15.295,19.875,,			
1,211,50,250,2.585,3968,0,1,5,4,5,53.096,35.333,57.515,,			
1,212,50,350,3,1265,0,0,2,2,2,25.789,18.399,30.862,,			
1,213,60,350,2.7726,1641,0,0,3,4,2,23.414,16.073,27.504,,			
1,214,60,250,2.3692,2703,0,0,5,6,7,27.332,18.692,28.552,,			
1,215,60,250,2.3692,1968,0,1,1,5,4,10.67,10.999,15.004,,			
1,216,60,250,2.3692,2219,0,1,2,5,4,26.323,19.795,28.127,,			
1,217,60,250,2.3692,1735,0,0,3,3,4,17.89,13.051,17.435,,			
1,218,100,200,1.585,1187,0,0,1,7,6,27.463,22.319,29.969,,			
1,219,90,300,2.1155,3532,0,1,6,11,8,22.429,14.668,22.188,,			
1,220,90,200,1.6881,1641,0,0,1,1,2,33.34,33.53,46.295,,			
1,221,100,200,1.585,1797,0,0,1,4,1,22.633,22.327,27.159,,			
1,222,100,200,1.585,1688,0,0,3,4,4,20.908,14.28,23.976,,			
1,223,90,300,2.1155,1640,0,0,4,5,4,24.547,13.003,26.427,,			
1,224,100,200,1.585,1656,0,0,3,4,3,24.728,23.013,32.867,,			
1,225,100,200,1.585,3172,0,1,5,9,6,15.2,10.761,15.134,,			
1,226,90,300,2.1155,2234,0,1,2,6,6,21.29,16.173,21.871,,			
1,227,90,200,1.6881,1594,1,2,2,6,0,13.454,15.577,18.192,,			
1,228,100,300,2,1688,0,0,0,1,4,14.783,23.801,27.758,,			
1,229,100,200,1.585,1766,0,0,2,5,2,9.0529,6.7948,10.527,,			
1,230,100,200,1.585,1984,0,2,1,5,7,26.501,34.903,41.858,,			
1,231,100,200,1.585,1328,0,0,3,3,2,12,8.325,12.48,,			
1,232,90,200,1.6881,1391,0,0,2,3,3,14.894,11.294,17.067,,			
1,233,90,200,1.6881,1953,1,1,3,6,5,56.224,46.063,59.767,,			
1,234,90,300,2.1155,1454,0,0,1,2,2,37.288,42.664,55.936,,			
1,235,100,200,1.585,1671,0,0,0,3,2,8.4584,9.5375,12.53,,			
1,236,70,250,2.1926,1969,0,0,2,5,2,19.182,12.164,20.454,,			
1,237,70,250,2.1926,3437,0,2,9,13,6,36.272,24.35,41.483,,			
1,238,80,250,2.0444,4265,0,2,5,7,11,40.791,36.635,48.604,,			
1,239,80,350,2.4263,4781,0,1,2,8,10,39.714,31.309,41.507,,			
1,240,70,250,2.1926,1563,0,0,1,5,3,11.565,6.5934,11.646,,			
1,241,80,350,2.4263,1422,0,0,2,3,1,14.318,10.717,16.35,,			
1,242,80,350,2.4263,3078,0,1,4,7,9,21.014,16.684,21.816,,			
1,243,70,250,2.1926,1235,0,0,3,2,2,9.1445,6.4717,10.848,,			
1,244,80,250,2.0444,1625,0,0,5,5,1,12.418,6.9395,12.639,,			
1,245,70,350,2.585,3312,0,2,5,7,8,58.433,36.011,57.979,,			
1,246,80,350,2.4263,1484,0,0,3,3,2,25.168,19.743,31.479,,			
1,247,70,250,2.1926,1782,0,0,1,2,1,12.039,9.3839,11.817,,			
1,248,80,350,2.4263,2422,0,0,1,1,4,27.291,33.23,42.565,,			
1,249,70,350,2.585,2594,0,0,2,7,4,14.33,14.437,17.571,,			
1,250,80,350,2.4263,1281,0,0,2,4,6,12.141,10.452,15.747,,			
1,251,80,350,2.4263,1516,0,0,2,4,2,20.479,17.593,22.05,,			
1,252,70,350,2.585,2328,1,1,3,7,5,110,79.56,130.82,,			
1,253,50,350,3,1297,0,0,3,4,1,35.332,26.196,39.523,,			
1,254,50,250,2.585,1375,0,0,2,2,2,51.627,41.077,62.482,,			
1,255,60,350,2.7726,2922,0,2,8,8,10,58.461,45.634,70.099,,			
1,256,50,350,3,1843,0,0,3,4,2,20.973,15.957,24.836,,			
1,257,50,250,2.585,1593,0,0,1,4,4,15.082,10.956,15.469,,			
1,258,50,350,3,2329,0,0,3,3,1,6.2054,5.9418,7.5316,,			
1,259,60,250,2.3692,4235,0,1,4,8,10,38.454,43.712,57.632,,			
1,260,60,250,2.3692,1719,0,0,3,4,6,23.936,18.128,27.29,,			
1,261,60,250,2.3692,1781,0,0,3,3,3,16.184,11.654,16.029,,			
1,262,60,350,2.7726,2656,0,1,4,4,6,27.697,18.402,28.818,,			
1,263,50,350,3,1703,0,0,1,4,5,24.342,20.6,23.687,,			
1,264,50,350,3,2047,0,0,3,2,1,50.23,32.581,51.179,,			
1,265,50,350,3,2344,1,2,3,4,0,164.75,175.34,234.99,,			
1,266,60,250,2.3692,2157,0,0,0,3,3,6.0782,10.132,11.737,,			
1,267,50,350,3,1859,0,0,2,2,3,3.8551,3.8133,5.3361,,			
1,268,60,250,2.3692,2375,0,0,4,6,3,15.34,11.499,16.779,,			
1,269,100,200,1.585,4.55E+06,0,0,0,1,1,12.457,8.8825,14.249,,			
1,270,90,300,2.1155,1672,0,0,2,6,4,7.9786,10.113,12.173,,			
1,271,90,200,1.6881,1109,0,0,2,2,0,17.231,12.024,16.522,,			
1,272,90,200,1.6881,2390,0,1,3,6,8,11.993,9.9803,12.864,,			
1,273,90,300,2.1155,2187,0,0,2,4,1,19.699,18.878,26.943,,			
1,274,90,300,2.1155,1406,0,1,0,5,4,59.765,45.464,73.591,,			
1,275,100,200,1.585,2156,0,1,2,4,4,18.681,17.24,24.548,,			
1,276,100,300,2,5031,0,2,7,9,9,63.687,39.627,63.482,,			
1,277,90,300,2.1155,3578,0,1,2,8,8,27.337,26.913,36.97,,			
1,278,90,300,2.1155,2000,0,2,4,5,6,10.056,9.8816,12.942,,			
1,279,90,200,1.6881,1657,0,0,3,4,2,10.179,8.6598,12.587,,			
1,280,100,300,2,1562,0,0,4,5,3,20.351,12.24,22.596,,			
1,281,90,200,1.6881,1563,0,0,3,3,0,12.24,9.0458,11.952,,			
1,282,90,300,2.1155,1187,0,0,1,1,1,8.2068,7.7907,11.065,,			
1,283,100,200,1.585,2578,0,2,2,2,5,20.214,15.927,21.079,,			
1,284,100,300,2,1297,0,0,2,2,3,11.055,11.884,15.939,,			
1,285,90,200,1.6881,1203,0,0,2,3,4,5.1576,3.2958,5.1472,,			
1,286,100,200,1.585,4500,0,2,2,6,12,67.755,91.946,113.79,,			
1,287,90,300,2.1155,3016,0,1,3,7,4,25.391,25.442,35.358,,			
1,288,80,250,2.0444,1579,0,1,1,2,3,8.626,9.4856,12.659,,			
1,289,80,350,2.4263,1891,0,1,4,4,3,31.22,19.994,31.64,,			
1,290,80,250,2.0444,1593,0,0,4,5,5,24.031,14.73,25.757,,			
1,291,90,200,1.6881,1.41E+07,0,1,14,54,73,222.9,161.86,223.15,,			
1,292,100,300,2,1312,0,0,4,7,4,28.107,34.331,43.815,,			
1,293,90,200,1.6881,1079,0,0,4,5,3,13.86,9.028,16.009,,			
1,294,100,300,2,1531,0,1,2,6,4,20.437,14.499,24.554,,			
1,295,90,300,2.1155,1391,0,0,2,4,2,45.02,46.024,63.324,,			
1,296,100,200,1.585,1094,0,0,0,4,5,16.135,12.559,19.951,,			
1,297,100,200,1.585,2218,0,0,5,6,7,60.938,41.943,66.141,,			
1,298,90,300,2.1155,1437,0,1,3,3,8,35.76,23.862,34.783,,			
1,299,100,300,2,3860,0,3,2,13,12,82.303,63.92,99.501,,			
1,300,100,300,2,1438,0,0,4,6,2,14.481,9.5314,16.365,,			
1,301,90,200,1.6881,5641,0,1,7,11,11,62.067,45.133,61.97,,			
1,302,100,200,1.585,1922,0,1,2,4,3,13.859,11.584,17.513,,			
1,303,90,200,1.6881,2781,0,0,4,4,8,27.903,22.976,32.77,,			
1,304,90,200,1.6881,860,0,0,1,4,5,24.175,21.166,31.424,,			
1,305,100,200,1.585,2813,0,0,3,10,11,62.937,76.469,96.744,,			
1,306,100,200,1.585,1063,0,1,2,4,3,45.687,33.134,43.932,,			
1,307,90,200,1.6881,969,0,0,2,1,3,14.17,12.667,18.561,,			
1,308,100,300,2,1094,0,0,0,3,3,7.6183,10.132,12.512,,			
1,309,90,300,2.1155,3343,0,0,6,10,9,33.269,31.031,44.432,,			
1,310,70,350,2.585,2500,0,0,5,10,8,50.292,35.338,51.913,,			
1,311,70,350,2.585,3047,0,1,8,9,6,25.42,18.255,25.986,,			
1,312,80,250,2.0444,1813,0,1,1,5,7,17.572,19.435,24.715,,			
1,313,80,350,2.4263,2094,0,0,4,5,5,48.553,28.908,54.04,,			
1,314,80,350,2.4263,1859,0,0,6,5,2,10.283,5.7001,10.441,,			
1,315,70,350,2.585,1469,0,0,2,4,5,12.542,9.7541,14.133,,			
1,316,70,350,2.585,1719,0,1,1,4,5,22.686,18.684,28.948,,			
1,317,70,250,2.1926,3625,0,0,2,11,8,50.512,42.54,64.241,,			
1,318,80,250,2.0444,3375,0,2,2,7,3,83.754,57.712,82.513,,			
1,319,70,350,2.585,2906,0,0,3,8,7,16.96,18.703,23.541,,			
1,320,80,350,2.4263,2656,0,0,4,8,7,47.203,34.842,54.306,,			
1,321,70,350,2.585,2453,0,0,4,7,4,47.44,29.813,47.242,,			
1,322,70,350,2.585,1734,0,1,2,2,0,33.004,29.909,41.044,,			
1,323,80,350,2.4263,2782,0,0,4,5,4,83.125,52.606,93.679,,			
1,324,70,350,2.585,2610,0,1,4,8,5,20.878,15.098,21.713,,			
1,325,80,350,2.4263,1469,0,1,3,5,4,8.0108,6.1666,9.3843,,			
1,326,90,300,2.1155,2328,0,2,2,31,27,192.8,222.9,294.04,,			
1,327,100,200,1.585,1375,0,0,1,3,4,21.414,21.187,29.644,,			
1,328,90,200,1.6881,4328,0,3,11,15,15,94.15,59.758,98.872,,			
1,329,100,200,1.585,2281,0,0,2,4,4,47.122,41.641,62.076,,			
1,330,100,200,1.585,3016,0,1,1,3,1,105.39,96.172,141.28,,			
1,331,100,200,1.585,2453,0,1,6,7,10,163.72,92.429,174.73,,			
1,332,100,300,2,2359,0,0,6,12,10,70.861,52.143,81.209,,			
1,333,100,200,1.585,2610,0,0,2,5,6,88.376,71.813,108.65,,			
1,334,100,300,2,1.44E+07,0,2,4,13,12,103.37,193.08,213.9,,			
1,335,100,200,1.585,1906,0,0,4,7,2,175.6,134.12,210.88,,			
1,336,100,300,2,2344,0,1,2,7,7,37.148,31.368,43.154,,			
1,337,100,300,2,2406,0,1,1,6,5,25.753,35.242,43.344,,			
1,338,90,300,2.1155,1172,0,0,2,5,5,9.8005,6.1499,10.494,,			
1,339,100,300,2,3109,0,2,4,9,8,30.828,20.985,30.372,,			
1,340,100,200,1.585,1515,0,0,5,6,1,29.573,16.691,29.344,,			
1,341,100,200,1.585,1828,0,0,3,5,3,4.3955,3.1712,4.4688,,			
1,342,100,300,2,1516,0,1,5,5,5,33.581,21.678,33.982,,			
1,343,100,300,2,2031,0,1,3,4,3,8.9704,8.2735,12.002,,			
1,344,90,200,1.6881,1719,1,1,2,4,5,30.368,23.503,34.994,,			
1,345,90,200,1.6881,2313,1,0,2,4,2,44.803,35.175,44.225,,			
1,346,100,300,2,2297,0,0,3,5,4,51.972,44.003,66.99,,			
1,347,90,300,2.1155,2156,0,0,5,7,4,37.956,25.504,37.893,,			
1,348,100,200,1.585,3328,0,2,4,7,10,43.035,32.635,51.821,,			
1,349,100,200,1.585,1750,0,1,4,3,3,30.704,19.979,30.486,,			
1,350,90,200,1.6881,1938,0,1,4,4,2,33.102,26.34,34.254,,			
1,351,90,300,2.1155,3750,0,2,5,11,6,16.831,17.537,23.025,,			
1,352,90,300,2.1155,2813,1,2,2,7,6,125.68,169.92,208.89,,			
1,353,70,350,2.585,3844,0,0,5,9,7,29.451,22.964,29.112,,			
1,354,70,350,2.585,2500,0,1,1,5,5,36.38,37.65,51.846,,			
1,355,80,350,2.4263,4125,0,1,5,10,9,35.547,28.544,39.989,,			
1,356,80,350,2.4263,2281,0,0,3,3,3,12.46,10.17,14.264,,			
1,357,80,350,2.4263,1485,0,1,2,1,5,41.688,34.156,52.808,,			
1,358,70,350,2.585,2578,0,0,3,5,9,16.55,13.379,18.414,,			
1,359,70,250,2.1926,1594,0,0,2,4,4,11.707,11.666,16.248,,			
1,360,70,250,2.1926,1797,0,0,3,3,1,38.733,40.477,53.716,,			
1,361,70,350,2.585,2313,0,1,3,3,5,44.357,41.308,55.763,,			
1,362,80,250,2.0444,1938,0,0,3,4,4,28.74,28.42,38.519,,			
1,363,70,250,2.1926,2125,0,0,3,8,3,29.934,24.294,35.262,,			
1,364,70,350,2.585,2469,1,1,2,2,1,50.315,57.983,75.707,,			
1,365,70,350,2.585,2516,0,1,1,2,4,48.357,31.574,48.213,,			
1,366,80,250,2.0444,2219,0,0,4,9,4,95.913,74.425,119.67,,			
1,367,80,250,2.0444,1937,0,0,4,8,5,28.006,17.988,31.642,,			
